sentiment,skin_type_mentioned,key_benefit,complaint,customer_representative_reply,dark_spot_effect
Positif,N/A,Mengeringkan dan mengempeskan jerawat,None,"Terima kasih telah memilih produk kami, Serum Wajah Azarine. Kami senang Anda merasa puas dengan hasilnya dalam waktu kurang dari 3 hari. Kami akan terus berusaha untuk meningkatkan kualitas produk kami untuk memberikan hasil yang lebih baik. Silakan kontak kami jika Anda memiliki pertanyaan atau komplain lainnya.",
Positif,N/A,Mencerahkan wajah dan menghilangkan dark spot,None,"Terima kasih atas review positif Anda tentang produk kami! Kami senang Anda puas dengan hasil penggunaan. Untuk pertanyaan lebih lanjut atau bantuan, jangan ragu untuk menghubungi kami.",
Positif,N/A,"Menyebabkan wajah glowing, tekstur ringan",None,Terima kasih telah meninggalkan review yang positif untuk produk kami! Kami senang Anda menemukan hasil yang positif setelah menggunakan produk kami. Silakan terus menggunakan produk kami untuk menjaga kulit Anda tetap sehat dan bercahaya!,
Positif,N/A,"Membuat kulit lebih kenyal, segar dan cerah",None,Terima kasih sudah mencoba produk kami! Kami senang mendengar bahwa Anda telah mengalami perubahan positif pada wajah Anda. Kami akan terus berusaha untuk meningkatkan kualitas produk kami untuk memenuhi kebutuhan Anda. Sampai jumpa lagi!,
Negatif,N/A,N/A,Produk serum rangkaian brightening menyebabkan kulit breakout parah,"Terima kasih telah membagikan pengalaman Anda dengan produk kami. Kami sangatlah menyesal bahwa produk kami tidak dapat memenuhi kebutuhan Anda. Kami ingin menjelaskan bahwa setiap individu memiliki reaksi kulit yang unik, dan kami akan senang membantu Anda menemukan produk yang lebih sesuai dengan kebutuhan Anda. Silakan hubungi kami untuk informasi lebih lanjut tentang pengembalian produk atau pertukaran dengan produk lain yang mungkin lebih cocok dengan kulit Anda. Kami sangat menghargai perhatian Anda dan komitmen kami dalam memberikan produk yang berkualitas tinggi.",
Positif,N/A,Membuat wajah lebih cerah dan lembab,None,Terima kasih sudah meninggalkan ulasan tentang produk sunscreen kami! Kami senang mendengar bahwa produk kami berhasil membuat wajah Anda lebih cerah dan lembab. Kami akan terus berusaha untuk meningkatkan kualitas produk untuk kenyamanan Anda. Selamat datang kembali di Azarine!,
Positif,kering & sensitif,"teksur ringan, cepet meresap, aman digunakan, dan sudah menyadari perubahan positif pada kulit",None,Terima kasih banyak atas review Anda! Kami senang mengetahui bahwa produk kami dapat membantu kulit Anda yang kering dan sensitif. Niacinamide di dalam produk kami memiliki manfaat yang luar biasa dalam meningkatkan kecantikan kulit. Jangan ragu untuk menghubungi kami jika Anda membutuhkan bantuan atau informasi lebih lanjut. Kami akan selalu senang membantu Anda!,
Positif,N/A,Mencerahkan kulit tanpa membuatnya menjadi putih kehilangan keseimbangannya,Tidak ada,"Terima kasih atas ulasan positif Anda tentang produk sunscreen kami, kami senang mendengar bahwa Anda puas dengan wanginya, tekstur, dan manfaat produk kami. Kami senang Anda akan terus menggunakan produk kami. Kami akan terus berusaha untuk memberikan produk yang terbaik bagi Anda dan pelanggan kami lainnya. Btw, jika Anda memiliki pertanyaan atau masukan lainnya, jangan ragu untuk menghubungi kami.",
Netral,N/A,Bisa melembabkan muka,"Efektivitas produk terasa tidak optimal di muka pengguna, masih berwajah kusam",Terima kasih sudah memberikan umpan balik tentang produk kami. Kami akan memperhatikan saran Anda dan berusaha untuk meningkatkan kualitas produk kami. Apakah Anda ingin mencoba produk lain yang mungkin lebih sesuai dengan kebutuhan kulit Anda?,
Negatif,Berminyak,Tidak ada perubahan apa2,"Produk tidak work, membuat kulit kusam, ada efek samping jerawat","Terima kasih atas review Anda. Mohon maaf bahwa produk kami tidak sesuai dengan harapan Anda. Kami akan meningkatkan kualitas produk kami agar lebih baik di masa depan. Untuk Anda yang memiliki kulit berminyak, kami sarankan untuk mencoba produk kami lainnya yang dirancang khusus untuk jenis kulit seperti itu. Silakan hubungi kami untuk informasi lebih lanjut.",
Positif,N/A,Mencerahkan,None,"Terima kasih telah menggunakan produk sunblock kami! Kami senang mendengar bahwa Anda merasakan kebaikan dari produk kami, terutama dalam hal mencerahkan. Kami ingin menegaskan bahwa produk kami dirancang untuk menyerap dengan baik ke kulit, sehingga Anda tidak perlu khawatir tentang kelembaban yang berlebihan. Kami berharap Anda akan terus menggunakan produk kami dan merasakan manfaatnya secara lebih baik. Jika Anda memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk menghubungi kami!",
Positif,N/A,"Membuat kulit terlihat cerah dan sehat, ringan dan mudah meresap, memiliki wangi jeruk yang menyenangkan",None,"Terima kasih telah memilih produk sunscreen kami! Kami senang menyediakan solusi yang aman dan efektif untuk melindungi kulit Anda. Jika Anda memiliki pertanyaan atau masukan, jangan ragu untuk menghubungi kami!",
Netral,N/A,"Produk ini bagus menurut pengguna, membuat kulit pengguna tidak terlalu berdampak dengan perubahan",Tekstur produk yang kurang disukai,"Terima kasih atas review Anda! Kami senang mendengar bahwa Anda menikmati produk kami. Untuk tekstur yang kurang Anda sukai, kami akan memperhatikan ini di versi produk selanjutnya. Apakah Anda memiliki saran lebih lanjut tentang produk yang dapat kami lakukan untuk meningkatkan pengalaman Anda?",
Positif,N/A,"Menghilangkan bekas jerawat dan memberikan efek memudarnya, serta memiliki wangian segar alami",Teksturnya kental dan agak lama meresapnya,"Terima kasih telah membaca dan menggunakan produk kami! Kami senang mendengar bahwa Anda merasakan hasil yang bagus dari produk kami. Untuk masalah tekstur yang kental, kami memiliki beberapa tips untuk membantu meresapnya lebih cepat. Silakan hubungi kami melalui live chat atau email untuk mendapatkan informasi lebih lanjut. Kami menghargai kesetiaan Anda sebagai pelanggan kami dan akan terus berusaha untuk meningkatkan produk kami untuk kenyamanan Anda.",
Positif,N/A,Glowing dan meningkatkan kualitas kulit,None,Terima kasih telah memilih produk Azarine! Kami senang kamu merasakan manfaat dari produk kami. Kami akan terus berusaha untuk meningkatkan kualitas produk kami untuk kamu dan para pelanggan lainnya. Mohon terus memberikan umpan balik yang konstruktif untuk meningkatkan pengalaman belanja di sini.,
Positif,N/A,"Mengurangi garis kulit, mengencangkan kulit, dan tekstur yang mudah meresap ke kulit",None,"Terimakasih telah memilih produk kami! Kami senang mendengar bahwa produk kami telah membantu mengurangi garis kulit dan mengencangkan kulit kulit Anda. Kami berkomitmen untuk menggunakan bahan-bahan alami dalam produk kami, sehingga Anda dapat merasa lebih aman dan nyaman menggunakan produk kami.",
Positif,N/A,"Bisa menyerap dengan baik, tidak lengket, dan membuat wajah lembap",None,Terima kasih atas review positif Anda tentang produk sunblock kami! Kami senang Anda puas dengan tekstur dan manfaat produk kami. Kami berkomitmen untuk terus meningkatkan kualitas produk kami untuk Anda. Selamat mencoba produk lainnya yang mungkin sesuai dengan kebutuhan kulit Anda!,
Positif,N/A,Mencapai efek cerah dan lembab pada wajah tanpa menyebabkan breakout,None,Terima kasih sudah memilih produk kami! Kami senang Anda puas dengan hasil yang Anda rasakan. Ulasan positif Anda sangat berarti bagi kami.,
Positif,N/A,"Tidak lengket, affordable, tidak membuat kulit iritasi, serta aman dan telah disetujui oleh BPOM",None,Terima kasih telah memilih produk kami. Kami senang kamu puas dengan kualitas Sunscreen kami. Semoga produk kami dapat menjadi pilihan Anda seterusnya!,
Positif,sensitif,mencerahkan dan melembabkan kulit serta aman digunakan,None,"Terima kasih atas ulasan Anda yang sangat positif! Kami senang serum Azarine yang Anda gunakan dapat memenuhi kebutuhan kulit Anda yang sensitif. Kami akan terus meningkatkan kualitas produk untuk Anda dan kembali menjelaskan apa BPOM itu: Badan Pengawas Obat dan Makanan adalah dinas pemerintah yang bertanggung jawab untuk mengawasi keamanan dan kualitas obat dan makanan di Indonesia. Pada produk kulit, hal ini berarti bahwa produk yang kita rilis telah melewati uji kualitas terlebih dahulu sebelum diluncur untuk umum.",
Positif,N/A,"Bantuan kerja sunscreen yang lebih baik, melembabkan, dan tidak menyebabkan reaksi berlebihan",None,Terima kasih sudah menggunakan produk kami dan membagikan ulasan positif! Kami senang kamu merasa puas dengan peningkatan kinerja sunscreenmu. Kami akan terus berusaha untuk membuat produk yang lebih baik untuk kamu dan semua pemilik kulit yang unik lainnya.,
Positif,N/A,Membuat kulit cerah dan memberikan hasil yang cepat,None,Terima kasih atas penilaiannya yang sangat baik! Kami senang produk sunscreen kami telah membantu membuat kulit Anda lebih cerah. Kami selalu berusaha untuk menyediakan kualitas terbaik untuk produk kami. Terus berbelanja di Azarine!,
Positif,Sensitive,"Melembapkan, membantu mencerahkan kulit",Kurang banyak isinya,"Terima kasih atas ulasan Anda! Kami senang produk sunscreen kami dapat membantu melembapkan dan mencerahkan kulit Anda. Kami memahami kekhawatiran Anda tentang ketersediaan produk, dan kami akan mempertimbangkan penambahan kapasitas produksi untuk masa depan. Saran Anda sangat berharga bagi kami, dan kami berharap Anda akan terus menggunakan produk kami dan mencoba berbagai opsi lainnya yang menanti Anda.",
Positif,Sensitif,Membuat kulit lebih cerah,None,"{'message': 'Terima kasih atas review Anda, kami senang mendengar bahwa produk kami telah membantu membuat kulit Anda lebih cerah! Kami sangat senang Anda puas dengan produk kami dan kami berharap Anda dapat terus menggunakan produk kami untuk kebutuhan kulit Anda di masa depan. Saya ingin memastikan bahwa Anda menikmati pengalaman berbelanja di toko online kami. Jika Anda memiliki pertanyaan atau komentar lainnya, jangan ragu untuk menghubungi kami!', 'nama': 'Aza', 'tanggapan': True}",
Positif,"kusam, nggak rata, banyak bekas jerawat","mencerahkan, kulit mulus, cerah",None,"Terima kasih telah memilih produk kami! Kami senang mengetahui bahwa serum mungil kami berhasil membuat kulit Anda lebih cerah dan mulus. Jika Anda memiliki pertanyaan atau memerlukan bantuan lebih lanjut, silakan hubungi kami.",
Positif,N/A,"Cerah, melembabkan, memudarkan bekas jerawat",None,Terima kasih telah memilih Azarine untuk kembali ke kulit yang seharusnya! Kami senang mendengar bahwa Anda merasakan perubahan pada kulit Anda setelah menggunakan Azarine Vit. C Serum. Kami akan terus mengembangkan produk-produk kami untuk memenuhi kebutuhan Anda. Teruslah menjaga kulit Anda dengan baik dan tunggu produk-produk baru kami!,
Positif,"jerawat, kering","mencerahkan, membantu menyembuhkan bekas jerawat","packaging masih plastik dan rawan tumpah, efek mencerahkan tidak terlalu kuat","Terima kasih telah memilih serum Azarine! Kami senang mendengar bahwa produk kami telah membantu meningkatkan kecerahan dan mengurangi bekas jerawat. Kami memahami kekhawatiran Anda tentang packaging kami dan berkomitmen untuk meningkatkan kemasan kami di masa depan. Terima kasih atas umpan balik yang bermanfaat, ini membantu kami memperbaiki produk kami untuk meningkatkan pengalaman pengguna.",
Positif,berminyak,mengatasi bekas jerawat yang susah hilang,None,"Terima kasih sudah memilih produk kami, Azarine! Kami senang mendengar bahwa serum C White sudah membantu menghilangkan bekas jerawatmu. Kami akan terus mengembangkan produk yang lebih baik untuk kenyamanan Anda. Suka berkunjung kembali!",
Positif,N/A,Membuat kulit lembab dan bersih,None,Terima kasih banyak atas review positif Anda! Kami senang mendengar bahwa Serum Azarine membantu kulit Anda menjadi lebih lembab dan bersih. Kami berharap Anda terus menggunakan produk kami dan kami akan terus mencari cara untuk meningkatkan kualitas produk kami. 😊,
Positif,N/A,"melembabkan, bikin alus, cepet meresap",harum nya agak strong,Terima kasih atas ulasan positif Anda tentang produk sunscreen kami! Kami senang Anda menemukan tekstur yang sesuai dengan keinginan Anda. Mohon maaf atas kekuatan aroma yang dirasakan. Kami akan mempertimbangkan untuk menyesuaikan aroma produk kami di masa depan. Kami akan selalu berusaha untuk meningkatkan kualitas produk kami untuk Anda.,
Positif,N/A,kayak manfaat yang dirasakan pelanggan adalah kulit menjadi kenyal dan halus,None,Terima kasih atas ulasan Anda! Kami senang mendengar bahwa produk sunscreen kita telah membantu membuat kulit Anda lebih kenyal dan halus. Kami juga berharap Anda menikmati hasilnya setelah mengombinasikan produk tersebut dengan night moisturizer kita. Teruslah menggunakan produk kita dan jangan ragu untuk menghubungi kami jika Anda memiliki pertanyaan atau kekhawatiran lainnya.,
Positif,kulit dengan noda bekas jerawat,mencerahkan kulit dan menghilangkan noda bekas jerawat,None,"Kami sangat senang mendengar bahwa Anda puas dengan kinerja produk C-white lightening. Kami berharap Anda akan terus menggunakan produk kami dan melihat hasil yang lebih baik lagi. Jika Anda memiliki pertanyaan atau keluhan, jangan ragu untuk menghubungi kami.",
Positif,,mencerahkan kulit dan melembapkan kulit,None,"Terima kasih telah memilih produk kami, Serum Azarine CWhite! Kami senang mendengar bahwa Anda puas dengan wanginya dan manfaatnya pada kulit. Jika Anda memiliki pertanyaan atau saran lain, jangan ragu untuk menghubungi kami.",
Positif,N/A,Cepat menyerap dan melembabkan kulit,None,Saya senang mendengar bahwa Anda suka dengan efek serum sunscreen Azarine! Kami akan terus berusaha untuk memberikan produk yang terbaik untuk kulit Anda. Silakan terus menggunakan dan kami tunggu saran Anda untuk dapat meningkatkan kualitas produk kami.,
Positif,all skin type,klinik sehat dan glowing,None,"Terima kasih telah menggunakan produk kami Azarine! Kami senang mendengar bahwa Anda merasakan manfaat dari produk kita. Untuk informasi tambahan, produk kami telah dirancang untuk kompatibilitas dengan berbagai jenis kulit. Jika Anda memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk menghubungi kami.",
Positif,N/A,Pemutih wajah,None,Terima kasih telah menggunakan produk sunblock Azarine. Kami senang mendengar bahwa Anda merasakan hasil yang positif dari produk kami. Silakan terus menggunakan produk kami dan beritahu kami jika Anda memiliki masalah atau pertanyaan lain.,
Positif,N/A,Membuat kulit lebih cerah dan glowing,None,Terima kasih atas review positif Anda untuk serum sunscreen kami! Kami senang melihat kulit Anda semakin cerah dan glowing setelah menggunakan produk ini. Kami sangat menghargai kepercayaan Anda dalam memilih produk kami.,
Positif,N/A,Mencerahkan,None,Terima kasih atas ulasan Anda tentang produk serum kami! Kami senang tahu bahwa produk kami telah membantu meningkatkan kecerahan wajah Anda. Kami akan terus berusaha untuk meningkatkan kualitas produk kami untuk memberikan hasil yang lebih baik lagi.,
Negatif,Normal to kering,Tidak mengatasi permasalahan kulit dan tidak mengganggu kulit,Tidak memberikan hasil yang diharapkan dan mengakibatkan kulit menjadi lembab/plump,Terima kasih telah membagikan pengalaman Anda dengan produk kami. Kami berusaha untuk memberikan solusi terbaik untuk semua jenis kulit. Kami sarankan Anda untuk menghubungi kami langsung untuk mendapatkan rekomendasi produk yang lebih sesuai dengan kebutuhan kulit Anda.,
Positif,bertekstur kombinasi,Produk sunblock nyaman digunakan dan memiliki wangi yang menyenangkan,Packaging tidak stabil dan mudah jatuh,"Terima kasih telah memilih produk kami, kami senang mendengar bahwa Anda menyukai wangi dan tekstur produk kita. Kami juga memahami kekhawatiran Anda tentang packaging, kami sedang mengembangkan desain yang lebih stabil dan aman. Anda bisa tetap yakin menggunakan produk kami dan dapat menghubungi kami jika Anda memiliki pertanyaan atau kekhawatiran lainnya.",
Positif,N/A,Menghilangkan kantung di wajah dan membersihkan wajah sehingga terlihat cerah,None,"Terima kasih telah mencoba produk sunscreen kami! Kami senang mendengar bahwa produk kami membantu memberikan perubahan positif pada wajah Anda. Jika Anda memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk bertanya. Kami selalu siap membantu.",
Positif,kering,"Membuat kulit terlihat cerah, melembabkan, serta dapat menghilangkan noda hitam.",None,Terima kasih atas-review Anda yang sangat positif! Kami senang mendengar bahwa produk Lightening Serum Azarine membantu Anda mencapai hasil yang diinginkan. Kami akan terus berusaha untuk meningkatkan kualitas produk kami sehingga dapat memenuhi kebutuhan setiap pelanggan. Saya berharap Anda terus menjalani percintaan dengan produk kami!,
Positif,N/A,Mempudarkan flek hitam dan membuat wajah cerah bersih dan glowing,None,Terima kasih telah membagikan pengalaman positif mengenai produk sunscreen kami. Kami senang dapat membantu Anda mencapai kulit yang cerah dan bersih. Kami akan terus berusaha untuk meningkatkan kualitas kami untuk Anda!,
Positif,jerawatan,"Merawat jerawat, menghilangkan keringnya, dan membuat kulit merata",None,Terimakasih sudah mencoba produk skincare kami dari Azarine. Kami senang sekali mendengar bahwa produk kami membantu mengatasi jerawat dan membuat kulit Anda merata. Kami akan terus berusaha untuk meningkatkan kualitas produk kami agar dapat memberikan manfaat maksimum bagi Anda. Sampai jumpa lagi!,
Netral,Kering (berdasarkan 'bruntusan milia'),"Lebih lembab, wanginya tidak terlalu kuat, teksturnya kental dan mudah meresap",Timbulnya bruntusan milia setelah menggunakan produk,"Terima kasih atas review Anda! Kami sedih mendengar Anda mengalami masalah kulit setelah menggunakan produk kami. Jika Anda ingin, kami akan membantu Anda dengan melakukan pengembalian atau mengganti produk. Silakan hubungi kami di customer.service@azarine.com agar kami bisa membantu Anda lebih lanjut.",
Positif,"berminyak/kering (diindra sebagai 'muka gosong' setelah bermain di pantai, mungkin karena kulit sensitif)","Mencerahkan kulit, melembabkan, dan membantu menyembuhkan kulit yang kering atau gosong",None,"Dear [Customer], terima kasih atas review yang Anda berikan untuk produk Sunscreen Azarine! Kami senang mengetahui bahwa Anda merasa puas dengan aroma dan kinerja produk kami. Kami mengerti bahwa Anda memiliki kulit yang sensitif dan kami berkomitmen untuk menjadi pilihan yang tepat bagi Anda. Terus menggunakan produk kami dan jangan ragu untuk menghubungi kami jika Anda memiliki pertanyaan atau saran! ❤️ Best, Azarine Team.",
Positif,sensitif,"bersih, menghilangkan bekas jerawat hitam, dan kulit tetap aman",None,{'isi': 'Terima kasih sudah berbagi pengalaman positif Anda dengan produk sunscreen kami. Kami senang Anda menikmati hasil penggunaan produk kami dan kulit Anda lebih bersih dan sehat. Kami akan terus meningkatkan kualitas produk kami untuk memberikan pengalaman yang lebih baik bagi konsumen kami. Teruslah menggunakan produk kami dan jangan ragu untuk meminta bantuan kami jika Anda memerlukan.'},
Positif,N/A,"Membuat kulit lebih lembut, cerah, dan tidak lengket",None,"Terima kasih sudah menggunakan produk kami C White Lightening Serum dan menyampaikan review yang membantu. Kami senang mengetahui bahwa produk kami cocok untuk kulit Anda yang sensitif. Untuk informasi lebih lanjut tentang produk kami atau pertanyaan lainnya, silakan hubungi kami melalui media sosial kami atau langsung ke kontak resmi kami.",
Positif,sensitif,"mengontrol minyak berlebih, mencerahkan, aman untuk kulit",None,Terima kasih telah meninggalkan ulasan yang menyenangkan tentang produk kami Serum Satu! Kami senang sekali bahwa produk kami dapat membantu Anda mengatasi masalah kulit sensitif Anda. Kami juga senang bahwa produk kami dapat dinikmati oleh kaum pelajar. Kami akan terus bekerja keras untuk mengembangkan produk yang lebih baik lagi untuk Anda. Terima kasih kembali atas kepercayaan Anda!,
Positif,N/A,"Berdasarkan review, manfaat utama yang dirasakan pelanggan adalah serum ini dapat membantu mencerdahi wajah dan mengontrol sebum.",None,"Terima kasih telah membagikan pengalaman Anda dengan Serum Azarine! Kami senang bahwa Anda merasa puas dengan hasilnya. Untuk mencerdahi wajah dan mengontrol sebum, pastikan Anda menggunakan produk secara rutin dan seimbang dengan kebutuhan kulit Anda. Selalu ada Azarine di sini untuk membantu Anda!",
Positif,N/A,Mengurangi dark spot dan membuat kulit sehat tanpa kering,None,"Terima kasih atas review positif Anda tentang Azarine Sunscreen kami! Kami senang produk kami berhasil memberikan manfaat pada kulit Anda. Dark spot adalah salah satu masalah kulit yang umum, dan kami senang bisa membantu menanganinya. Terus menjadi konsumen setia kami dan nikmati kulit sehat yang Anda inginkan!",
Positif,sensitif,"Tidak lengket, cepat resap, bau yang tidak menyengat dan mengurangi bekas-bekas jerawat",None,Terima kasih telah mencoba produk Azarine! Kami senang bahwa produk kami dapat memenuhi kebutuhan kulit sensitif Anda dan memberikan hasil yang positif. Kami akan terus berusaha untuk meningkatkan kualitas produk kami agar dapat menemukan solusi yang lebih baik untuk Anda.,
Positif,N/A,Dapat membantu mencerahkan kulit,None,"Terima kasih telah mencoba rangkaian vitamin C milik Azarine! Kami senang sekali mendengar bahwa produk kami telah membantu menambah kecerahan kulit Anda. Jika Anda memiliki pertanyaan atau memerlukan bantuan, jangan ragu untuk menghubungi kami. Kami selalu siap untuk membantu!",
Positif,N/A,"produk sunscreen dapat menutrisi, mencerahkan, meresap dengan cepat, ringan, dan dapat diapply dengan mudah",None,"{'text': 'Terima kasih telah memilih produk kami Azarine! Kami senang mengetahui bahwa Anda puas dengan produk kami. Kami akan terus meningkatkan kualitas produk kami untuk memenuhi kebutuhan Anda. Silakan menghubungi kami jika Anda memiliki pertanyaan atau saran.', 'name': 'Admin Azarine'}",
Positif,sensitif,Cerahi wajah dan ringan,None,"Terima kasih sudah mencoba produk kami! Kami senang produk kami dapat membantu cerahi wajah Anda. Jika Anda memiliki pertanyaan atau membutuhkan bantuan, silakan hubungi kami.",
Positif,sensitif,"Sunnblock yang memiliki tekstur baik, cepat menyerap, dan memberikan finishing glowing","Kemasan yang terlalu besar lubang botolnya, mudah tumpah atau masuk kotoran"," Terima kasih sudah memilih Azarin sebagai pilihan sunnblock Anda! Kami senang mendengar bahwa produk kami cocok untuk kulit sensitif Anda. Kami juga mengerti keluhan Anda tentang kemasan, kami akan memperbaiki hal tersebut agar lebih baik di masa depan. Mohon terus memberikan umpan balik untuk kami!",
Positif,N/A,"Sunscreen ini ringan, tidak lengket, dan bisa mereduksi flek serta memudahkan kulit lebih cerah.",None,"Terima kasih sudah memilih produk kami! Kami senang kamu menikmati hasilnya. Jika kamu memiliki pertanyaan atau kebutuhan lebih lanjut, jangan ragu untuk bertanya kepada kami. Kami akan selalu setia mendukung perawatan kulit kamu yang sehat dan cerah!",
Positif,N/A,"Meresap cepat, mereduksi noda hitam, membuat kulit terlihat lebih sehat, serta botol yang tidak mudah rusak.",None,"Terima kasih sudah mencoba produk Sunscreen kami! Kami senang mendengar bahwa Anda telah merasakan manfaat dari produk kami. Jika Anda memiliki pertanyaan atau saran, jangan ragu untuk menghubungi kami. Kami akan senang membantu!",
Positif,N/A,Mencerahkan kulit dan mengurangi pigmentasi,None,"Terima kasih telah memesan produk kami! Kami senang tahu bahwa Anda suka dengan aroma dan efek produk sunscreen kami. Kami senang mendengar bahwa produk kami bisa membantu mencerahkan kulit Anda dan mengurangi pigmentasi. Jika Anda memiliki pertanyaan atau membutuhkan bantuan tambahan, jangan ragu untuk menghubungi kami.",
Positif,N/A,"mencerahkan kulit, ringan, harga ramah",None,Terima kasih telah memberikan ulasan yang positif tentang serum kami! Kami senang sekali Anda merasa puas dengan kineranya. Kami akan terus bekerja untuk meningkatkan kualitas produk kami untuk memenuhi kebutuhan Anda. Selamat lanjutnya hari Anda!,
Positif,N/A,Tidak iritasi dan tidak jerawat; wanginya enak,None,Terima kasih telah memesan produk sunscreen kami. Kami senang Anda menyukai wanginya dan tidak menimbulkan masalah pada kulit Anda. Kami mohon kesempatan membantu Anda lagi jika Anda membutuhkan informasi atau dukungan lebih lanjut.,
Positif,N/A,Hasil dan tekstur produk yang baik,Aroma produk kurang disukai,"Terima kasih atas ulasan Anda! Kami senang bahwa Anda menikmati hasil dan tekstur produk kami. Kami memahami bahwa aroma produk mungkin tidak sesuai dengan preferensi Anda, namun kami berusaha untuk memiliki variasi aroma yang cukup untuk memenuhi kebutuhan pelanggan. Kami akan terus berusaha untuk menjadikan produk kami lebih baik lagi. Saya senang dapat membantu jika Anda memiliki pertanyaan atau saran lainnya!",
Positif,N/A,Membuat kulit lebih cerah dan lembab.,None,"Terima kasih atas ulasan Anda! Kami senang bahwa Anda merasakan hasil yang positif dengan menggunakan produk kami. Untuk informasi lebih lanjut atau untuk memastikan bahwa Anda mendapatkan pengalaman terbaik dari produk kami, jangan ragu untuk menghubungi kami di [kotlin support email address]. Kami senang membantu!",
Positif,N/A,Mencerahkan kulit dan memberikan nutrisi,None,Terima kasih atas review Anda! Kami senang Anda menikmati hasil pemakaian serum Azarine. Kami akan terus berusaha untuk memberikan produk berkualitas dengan bahan alami yang aman dan efektif.,
Positif,N/A,"Membantu proses pembentukan kolagen pada kulit, mengurangi kerutan halus, dan membuat kulit terasa kenyal, segar dan cerah",None,"Terima kasih atas ulasannya, kami senang mendengar bahwa serum kami telah membantu menunjang kesehatan kulit Anda! Semoga Anda menyenangi hasilnya. Jika Anda memiliki pertanyaan atau memiliki kebutuhan khusus, jangan ragu hubungi kami.",
Positif,N/A,Mencerahkan kulit dengan nutrisi alami,None,Terima kasih telah memilih produk Azarine! Kami senang mengetahui bahwa Anda merasakan manfaat mencerahkan kulit dengan nutrisi alami dari produk kami. Kami akan terus berkomitmen untuk memberikan produk yang baik bagi kulit Anda.,
Positif,N/A,Wajah tampak lebih cerah.,None,"Terima kasih atas ulasan positif Anda tentang serum kami! Kami senang bahwa Anda merasakan perbedaan dengan menggunakan serum kami. Untuk informasi lebih lanjut atau pertanyaan, jangan ragu untuk menghubungi kami.",
Positif,N/A,Membuat wajah lebih cerah dan segar,None,Terima kasih telah memilih produk kami! Kami senang mendengar bahwa produk kami telah membantu membuat wajah Anda lebih cerah dan segar. Kami berharap Anda dapat terus menggunakan produk kami dan mendapatkan hasil yang baik lagi. Semangat terus untuk memiliki wajah yang sehat dan cantik!,
Positif,N/A,Membantu memudarkan noda bekas jerawat dan memberikan kulit yang lebih cerah dan sehat,None,Terima kasih telah menggunakan produk C Whitening serum dari Azarineg! Kami senang mendengar bahwa Anda telah mencapai hasil yang memuaskan. Kami akan terus meningkatkan kualitas produk untuk memastikan bahwa Anda selalu merasa puas dengan hasilnya. Lanjutkan menjadi klien setia kami!,
Positif,N/A,"Mencerahkan kulit, membuat kulit lembut, menghilangkan hitam di kulit",None,"Terima kasih telah memilih produk Azarine, kami senang melihat Anda menikmati hasil dari penggunaan produk kami. Kami senang jika Anda puas dengan packaging produk kami juga. Jika Anda memiliki pertanyaan atau butuh bantuan lebih lanjut, jangan ragu untuk menghubungi kami.",
Positif,N/A,Produk dapat menghilangkan flek2 hitam bekas jerawat dan membuat wajah bersih,Tidak ada,Terima kasih atas ulasan positif Anda! Kami senang produk kami dapat membantu membuat wajah Anda lebih bersih. Kami akan terus bekerja untuk memastikan kualitas produk kami tinggi.,
Positif,N/A,"Flek hitam di wajah berkurang dan wajah tampak lebih cerah, sehat, dan bernutrisi",None,Terima kasih telah menggunakan produk serum kami! Kami senang bahwa Serum kami dapat membantu memudarkan flek hitam dan memberikan hasil yang diinginkan. Kami berharap Anda akan terus menggunakan produk kami dan berbagi pengalaman Anda dengan teman-teman. Selamat mencoba produk lain dari kami!,
Positif,N/A,Membuat kulit lebih cerah dan aromanya disukai,None,"Terima kasih banyak telah memilih produk kami. Kami senang Anda merasakan perbedaan positif dalam menggunakan produk kami. Jika Anda memiliki pertanyaan atau kebutuhan tambahan, jangan ragu untuk bertanya. Kami selalu siap membantu.",
Positif,N/A,"Membuat kulit glowing, cerah, kenyal",None,"Terima kasih telah memilih produk kami! Kami senang mendengar bahwa Anda telah menemukan serum yang sesuai dengan kebutuhan kulit Anda. Jika Anda memiliki pertanyaan atau perlu bantuan lebih lanjut, jangan ragu untuk menghubungi kami. Kami selalu siap membantu Anda.",
Positif,N/A,Membuat wajah lebih cerah dan lembab,None,Terima kasih atas review positif Anda terhadap serum kami. Kami senang mendengar bahwa produk kami telah membantu membuat kulit Anda lebih cerah dan lembab. Kami akan terus berupaya untuk meningkatkan kualitas produk kami untuk mendukung kebutuhan Anda.,
Positif,berminyak,mencerahkan wajah,None,Terima kasih telah memilih c white lightening serum Azarine untuk skincare Anda! Kami senang mendengar bahwa produk kita telah membantu mencerahkan wajah Anda. Jangan ragu untuk meminta saran atau konsultasi skincare Anda dengan kami melalui media sosial resmi kami. Selamat mencoba produk lainnya!,
